TITLE,PX,PY,DEPTH_TYPE,DEPTH_FLAT,Mglob,Nglob,TOTAL_TIME,PLOT_INTV,PLOT_INTV_STATION,SCREEN_INTV,DX,DY,WAVEMAKER,Tperiod,Xc_WK,AMP_WK,DEP_WK,Yc_WK,Theta_WK,Delta_WK,PERIODIC,DIFFUSION_SPONGE,FRICTION_SPONGE,DIRECT_SPONGE,Csp,Sponge_south_width,Sponge_north_width,Sponge_west_width,Sponge_east_width,Cd,CFL,FroudeCap,MinDepth,VISCOSITY_BREAKING,Cbrk1,Cbrk2,FIELD_IO_TYPE,DEPTH_OUT,ETA,MASK,U,V,STATIONS_FILE,NumberStations,PI_1,PI_2,PI_3,PI_4,PI_5,THORN_1,EPSILON,TAU_1,k,L,kh,failed_checks,COMBO_NUM
DYNAMIC,32,1,FLAT,4.0,7631,3,450.0,1.0,0.1,25.0,0.1915108037893097,0.1915108037893097,WK_REG,3.0,67.0287813262584,0.2,4.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,53.62302506100672,53.62302506100672,0.0,0.1,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,0.4686930884657275,13.40575626525168,1.87477235386291,filter_L70,231
DYNAMIC,32,1,FLAT,4.0,7631,3,450.0,1.0,0.1,25.0,0.1915108037893097,0.1915108037893097,WK_REG,3.0,67.0287813262584,0.2,4.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,53.62302506100672,53.62302506100672,0.0,0.2,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,0.4686930884657275,13.40575626525168,1.87477235386291,filter_L70,232
DYNAMIC,32,1,FLAT,4.0,7631,3,450.0,1.0,0.1,25.0,0.1915108037893097,0.1915108037893097,WK_REG,3.0,67.0287813262584,0.2,4.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,53.62302506100672,53.62302506100672,0.0,0.3,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,0.4686930884657275,13.40575626525168,1.87477235386291,filter_L70,233
DYNAMIC,32,1,FLAT,4.0,7631,3,450.0,1.0,0.1,25.0,0.1915108037893097,0.1915108037893097,WK_REG,3.0,67.0287813262584,0.2,4.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,53.62302506100672,53.62302506100672,0.0,0.4,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,0.4686930884657275,13.40575626525168,1.87477235386291,filter_L70,234
DYNAMIC,32,1,FLAT,4.0,7631,3,450.0,1.0,0.1,25.0,0.1915108037893097,0.1915108037893097,WK_REG,3.0,67.0287813262584,0.2,4.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,53.62302506100672,53.62302506100672,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,0.4686930884657275,13.40575626525168,1.87477235386291,filter_L70,235
DYNAMIC,32,1,FLAT,5.0,7631,3,300.0,1.0,0.1,25.0,0.0892100972778016,0.0892100972778016,WK_REG,2.0,31.223534047230565,0.25,5.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.97882723778445,24.97882723778445,0.0,0.1,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,1.0061617781118672,6.244706809446113,5.030808890559336,"filter_kh, filter_L70",301
DYNAMIC,32,1,FLAT,5.0,7631,3,300.0,1.0,0.1,25.0,0.0892100972778016,0.0892100972778016,WK_REG,2.0,31.223534047230565,0.25,5.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.97882723778445,24.97882723778445,0.0,0.2,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,1.0061617781118672,6.244706809446113,5.030808890559336,"filter_kh, filter_L70",302
DYNAMIC,32,1,FLAT,5.0,7631,3,300.0,1.0,0.1,25.0,0.0892100972778016,0.0892100972778016,WK_REG,2.0,31.223534047230565,0.25,5.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.97882723778445,24.97882723778445,0.0,0.3,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,1.0061617781118672,6.244706809446113,5.030808890559336,"filter_kh, filter_L70",303
DYNAMIC,32,1,FLAT,5.0,7631,3,300.0,1.0,0.1,25.0,0.0892100972778016,0.0892100972778016,WK_REG,2.0,31.223534047230565,0.25,5.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.97882723778445,24.97882723778445,0.0,0.4,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,1.0061617781118672,6.244706809446113,5.030808890559336,"filter_kh, filter_L70",304
DYNAMIC,32,1,FLAT,5.0,7631,3,300.0,1.0,0.1,25.0,0.0892100972778016,0.0892100972778016,WK_REG,2.0,31.223534047230565,0.25,5.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.97882723778445,24.97882723778445,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,1.0061617781118672,6.244706809446113,5.030808890559336,"filter_kh, filter_L70",305
