Mglob,Nglob,DX,DY,TITLE,PX,PY,DEPTH_TYPE,DEPTH_FLAT,TOTAL_TIME,PLOT_INTV,PLOT_INTV_STATION,SCREEN_INTV,WAVEMAKER,Tperiod,Xc_WK,AMP_WK,DEP_WK,Yc_WK,Theta_WK,Delta_WK,PERIODIC,DIFFUSION_SPONGE,FRICTION_SPONGE,DIRECT_SPONGE,Csp,Sponge_south_width,Sponge_north_width,Sponge_west_width,Sponge_east_width,Cd,CFL,FroudeCap,MinDepth,VISCOSITY_BREAKING,Cbrk1,Cbrk2,FIELD_IO_TYPE,DEPTH_OUT,ETA,MASK,U,V,STATIONS_FILE,NumberStations,PI_1,PI_2,PI_3,PI_4,PI_5,THORN_1,EPSILON,TAU_1,k,L,kh,RESULT_FOLDER,ITER,COMBO_NUM,DEPTH_FILE
9266,3,0.061357328604721074,0.061357328604721074,input_00001,32,1,FLAT,1.0,300.0,1.0,0.1,25.0,WK_REG,2.0,26.076864657006457,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,20.861491725605166,20.861491725605166,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00001.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,1.2047432446008017,5.2153729314012915,1.2047432446008017,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00001/,1,1,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00001.txt
5451,3,0.10430745862802583,0.10430745862802583,input_00002,32,1,FLAT,1.0,300.0,1.0,0.1,25.0,WK_REG,2.0,26.076864657006457,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,20.861491725605166,20.861491725605166,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00002.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,1.2047432446008017,5.2153729314012915,1.2047432446008017,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00002/,2,2,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00002.txt
3815,3,0.14901065518289405,0.14901065518289405,input_00003,32,1,FLAT,1.0,300.0,1.0,0.1,25.0,WK_REG,2.0,26.076864657006457,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,20.861491725605166,20.861491725605166,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00003.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,1.2047432446008017,5.2153729314012915,1.2047432446008017,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00003/,3,3,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00003.txt
9265,3,0.10226986507477803,0.10226986507477803,input_00004,32,1,FLAT,1.0,450.0,1.0,0.1,25.0,WK_REG,3.0,43.46469265678066,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,34.77175412542453,34.77175412542453,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00004.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.7227918711855178,8.692938531356132,0.7227918711855178,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00004/,4,4,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00004.txt
5450,3,0.17385877062712266,0.17385877062712266,input_00005,32,1,FLAT,1.0,450.0,1.0,0.1,25.0,WK_REG,3.0,43.46469265678066,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,34.77175412542453,34.77175412542453,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00005.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.7227918711855178,8.692938531356132,0.7227918711855178,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00005/,5,5,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00005.txt
3816,3,0.24836967232446092,0.24836967232446092,input_00006,32,1,FLAT,1.0,450.0,1.0,0.1,25.0,WK_REG,3.0,43.46469265678066,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,34.77175412542453,34.77175412542453,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00006.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.7227918711855178,8.692938531356132,0.7227918711855178,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00006/,6,6,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00006.txt
9266,3,0.1411935656583148,0.1411935656583148,input_00007,32,1,FLAT,1.0,600.0,1.0,0.1,25.0,WK_REG,4.0,60.007265404783794,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,48.00581232382704,48.00581232382704,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00007.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.5235353806573136,12.00145308095676,0.5235353806573136,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00007/,7,7,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00007.txt
5451,3,0.24002906161913518,0.24002906161913518,input_00008,32,1,FLAT,1.0,600.0,1.0,0.1,25.0,WK_REG,4.0,60.007265404783794,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,48.00581232382704,48.00581232382704,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00008.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.5235353806573136,12.00145308095676,0.5235353806573136,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00008/,8,8,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00008.txt
3816,3,0.3428986594559074,0.3428986594559074,input_00009,32,1,FLAT,1.0,600.0,1.0,0.1,25.0,WK_REG,4.0,60.007265404783794,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,48.00581232382704,48.00581232382704,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00009.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.5235353806573136,12.00145308095676,0.5235353806573136,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00009/,9,9,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00009.txt
9265,3,0.1792862769719923,0.1792862769719923,input_00010,32,1,FLAT,1.0,750.0,1.0,0.1,25.0,WK_REG,5.0,76.19666771309672,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,60.957334170477374,60.957334170477374,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00010.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.4123005307028426,15.239333542619343,0.4123005307028426,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00010/,10,10,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00010.txt
5451,3,0.30478667085238687,0.30478667085238687,input_00011,32,1,FLAT,1.0,750.0,1.0,0.1,25.0,WK_REG,5.0,76.19666771309672,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,60.957334170477374,60.957334170477374,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00011.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.4123005307028426,15.239333542619343,0.4123005307028426,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00011/,11,11,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00011.txt
3815,3,0.4354095297891241,0.4354095297891241,input_00012,32,1,FLAT,1.0,750.0,1.0,0.1,25.0,WK_REG,5.0,76.19666771309672,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,60.957334170477374,60.957334170477374,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00012.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.4123005307028426,15.239333542619343,0.4123005307028426,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00012/,12,12,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00012.txt
9265,3,0.21696275571276574,0.21696275571276574,input_00013,32,1,FLAT,1.0,900.0,1.0,0.1,25.0,WK_REG,6.0,92.20917117792544,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,73.76733694234035,73.76733694234035,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00013.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.3407028404504171,18.441834235585087,0.3407028404504171,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00013/,13,13,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00013.txt
5451,3,0.3688366847117017,0.3688366847117017,input_00014,32,1,FLAT,1.0,900.0,1.0,0.1,25.0,WK_REG,6.0,92.20917117792544,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,73.76733694234035,73.76733694234035,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00014.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.3407028404504171,18.441834235585087,0.3407028404504171,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00014/,14,14,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00014.txt
3815,3,0.5269095495881454,0.5269095495881454,input_00015,32,1,FLAT,1.0,900.0,1.0,0.1,25.0,WK_REG,6.0,92.20917117792544,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,73.76733694234035,73.76733694234035,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00015.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.3407028404504171,18.441834235585087,0.3407028404504171,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00015/,15,15,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00015.txt
9266,3,0.25440180315813554,0.25440180315813554,input_00016,32,1,FLAT,1.0,1050.0,1.0,0.1,25.0,WK_REG,7.0,108.1207663422076,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,86.49661307376608,86.49661307376608,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00016.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.2905632987881806,21.62415326844152,0.2905632987881806,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00016/,16,16,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00016.txt
5451,3,0.4324830653688304,0.4324830653688304,input_00017,32,1,FLAT,1.0,1050.0,1.0,0.1,25.0,WK_REG,7.0,108.1207663422076,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,86.49661307376608,86.49661307376608,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00017.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.2905632987881806,21.62415326844152,0.2905632987881806,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00017/,17,17,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00017.txt
3816,3,0.6178329505269006,0.6178329505269006,input_00018,32,1,FLAT,1.0,1050.0,1.0,0.1,25.0,WK_REG,7.0,108.1207663422076,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,86.49661307376608,86.49661307376608,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00018.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.2905632987881806,21.62415326844152,0.2905632987881806,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00018/,18,18,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00018.txt
9265,3,0.29169271531611823,0.29169271531611823,input_00019,32,1,FLAT,1.0,1200.0,1.0,0.1,25.0,WK_REG,8.0,123.96940400935024,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,99.1755232074802,99.1755232074802,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00019.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.2534167747836266,24.79388080187005,0.2534167747836266,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00019/,19,19,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00019.txt
5450,3,0.495877616037401,0.495877616037401,input_00020,32,1,FLAT,1.0,1200.0,1.0,0.1,25.0,WK_REG,8.0,123.96940400935024,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,99.1755232074802,99.1755232074802,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00020.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.2534167747836266,24.79388080187005,0.2534167747836266,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00020/,20,20,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00020.txt
3815,3,0.7083965943391443,0.7083965943391443,input_00021,32,1,FLAT,1.0,1200.0,1.0,0.1,25.0,WK_REG,8.0,123.96940400935024,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,99.1755232074802,99.1755232074802,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00021.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.2534167747836266,24.79388080187005,0.2534167747836266,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00021/,21,21,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00021.txt
9266,3,0.32888500601797954,0.32888500601797954,input_00022,32,1,FLAT,1.0,1350.0,1.0,0.1,25.0,WK_REG,9.0,139.7761275576413,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,111.82090204611305,111.82090204611305,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00022.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.2247588846882493,27.955225511528262,0.2247588846882493,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00022/,22,22,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00022.txt
5450,3,0.5591045102305653,0.5591045102305653,input_00023,32,1,FLAT,1.0,1350.0,1.0,0.1,25.0,WK_REG,9.0,139.7761275576413,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,111.82090204611305,111.82090204611305,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00023.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.2247588846882493,27.955225511528262,0.2247588846882493,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00023/,23,23,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00023.txt
3815,3,0.7987207289008075,0.7987207289008075,input_00024,32,1,FLAT,1.0,1350.0,1.0,0.1,25.0,WK_REG,9.0,139.7761275576413,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,111.82090204611305,111.82090204611305,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00024.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.2247588846882493,27.955225511528262,0.2247588846882493,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00024/,24,24,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00024.txt
9265,3,0.3660083333104144,0.3660083333104144,input_00025,32,1,FLAT,1.0,1500.0,1.0,0.1,25.0,WK_REG,10.0,155.55354165692611,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,124.44283332554089,124.44283332554089,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00025.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.20196214243186997,31.110708331385222,0.20196214243186997,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00025/,25,25,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00025.txt
5450,3,0.6222141666277045,0.6222141666277045,input_00026,32,1,FLAT,1.0,1500.0,1.0,0.1,25.0,WK_REG,10.0,155.55354165692611,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,124.44283332554089,124.44283332554089,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00026.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.20196214243186997,31.110708331385222,0.20196214243186997,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00026/,26,26,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00026.txt
3815,3,0.8888773808967206,0.8888773808967206,input_00027,32,1,FLAT,1.0,1500.0,1.0,0.1,25.0,WK_REG,10.0,155.55354165692611,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,124.44283332554089,124.44283332554089,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00027.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.20196214243186997,31.110708331385222,0.20196214243186997,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00027/,27,27,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00027.txt
9266,3,0.40308154488455283,0.40308154488455283,input_00028,32,1,FLAT,1.0,1650.0,1.0,0.1,25.0,WK_REG,11.0,171.30965657593495,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,137.04772526074797,137.04772526074797,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00028.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.1833867813632121,34.26193131518699,0.1833867813632121,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00028/,28,28,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00028.txt
5450,3,0.6852386263037399,0.6852386263037399,input_00029,32,1,FLAT,1.0,1650.0,1.0,0.1,25.0,WK_REG,11.0,171.30965657593495,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,137.04772526074797,137.04772526074797,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00029.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.1833867813632121,34.26193131518699,0.1833867813632121,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00029/,29,29,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00029.txt
3815,3,0.9789123232910569,0.9789123232910569,input_00030,32,1,FLAT,1.0,1650.0,1.0,0.1,25.0,WK_REG,11.0,171.30965657593495,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,137.04772526074797,137.04772526074797,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00030.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.1833867813632121,34.26193131518699,0.1833867813632121,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00030/,30,30,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00030.txt
9265,3,0.44011719243488395,0.44011719243488395,input_00031,32,1,FLAT,1.0,1800.0,1.0,0.1,25.0,WK_REG,12.0,187.04980678482568,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,149.63984542786054,149.63984542786054,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00031.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.16795487296085532,37.409961356965134,0.16795487296085532,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00031/,31,31,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00031.txt
5451,3,0.7481992271393026,0.7481992271393026,input_00032,32,1,FLAT,1.0,1800.0,1.0,0.1,25.0,WK_REG,12.0,187.04980678482568,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,149.63984542786054,149.63984542786054,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00032.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.16795487296085532,37.409961356965134,0.16795487296085532,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00032/,32,32,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00032.txt
3815,3,1.0688560387704324,1.0688560387704324,input_00033,32,1,FLAT,1.0,1800.0,1.0,0.1,25.0,WK_REG,12.0,187.04980678482568,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,149.63984542786054,149.63984542786054,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00033.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.16795487296085532,37.409961356965134,0.16795487296085532,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00033/,33,33,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00033.txt
9265,3,0.47712395826272813,0.47712395826272813,input_00034,32,1,FLAT,1.0,1950.0,1.0,0.1,25.0,WK_REG,13.0,202.77768226165946,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,162.22214580932757,162.22214580932757,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00034.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.15492792986636258,40.55553645233189,0.15492792986636258,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00034/,34,34,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00034.txt
5450,3,0.8111107290466378,0.8111107290466378,input_00035,32,1,FLAT,1.0,1950.0,1.0,0.1,25.0,WK_REG,13.0,202.77768226165946,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,162.22214580932757,162.22214580932757,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00035.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.15492792986636258,40.55553645233189,0.15492792986636258,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00035/,35,35,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00035.txt
3815,3,1.1587296129237683,1.1587296129237683,input_00036,32,1,FLAT,1.0,1950.0,1.0,0.1,25.0,WK_REG,13.0,202.77768226165946,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,162.22214580932757,162.22214580932757,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00036.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.15492792986636258,40.55553645233189,0.15492792986636258,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00036/,36,36,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00036.txt
9265,3,0.5141080398368579,0.5141080398368579,input_00037,32,1,FLAT,1.0,2100.0,1.0,0.1,25.0,WK_REG,14.0,218.4959169306646,0.05,1.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,174.7967335445317,174.7967335445317,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00037.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.14378267098632858,43.69918338613292,0.14378267098632858,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00037/,37,37,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00037.txt
