Mglob,Nglob,DX,DY,TITLE,PX,PY,DEPTH_TYPE,DEPTH_FLAT,TOTAL_TIME,PLOT_INTV,PLOT_INTV_STATION,SCREEN_INTV,WAVEMAKER,Tperiod,Xc_WK,AMP_WK,DEP_WK,Yc_WK,Theta_WK,Delta_WK,PERIODIC,DIFFUSION_SPONGE,FRICTION_SPONGE,DIRECT_SPONGE,Csp,Sponge_south_width,Sponge_north_width,Sponge_west_width,Sponge_east_width,Cd,CFL,FroudeCap,MinDepth,VISCOSITY_BREAKING,Cbrk1,Cbrk2,FIELD_IO_TYPE,DEPTH_OUT,ETA,MASK,U,V,STATIONS_FILE,NumberStations,PI_1,PI_2,PI_3,PI_4,PI_5,THORN_1,EPSILON,TAU_1,k,L,kh,RESULT_FOLDER,ITER,COMBO_NUM,DEPTH_FILE
3816,3,0.712337645512619,0.712337645512619,input_00102,32,1,FLAT,3.0,750.0,1.0,0.1,25.0,WK_REG,5.0,124.65908796470833,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,99.72727037176666,99.72727037176666,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00102.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.25201473112647793,24.931817592941666,0.7560441933794337,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00102/,102,102,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00102.txt
9266,3,0.3614492431006073,0.3614492431006073,input_00103,32,1,FLAT,3.0,900.0,1.0,0.1,25.0,WK_REG,6.0,153.6159283177581,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,122.89274265420647,122.89274265420647,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00103.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.20450956407927545,30.723185663551618,0.6135286922378264,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00103/,103,103,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00103.txt
5451,3,0.6144637132710323,0.6144637132710323,input_00104,32,1,FLAT,3.0,900.0,1.0,0.1,25.0,WK_REG,6.0,153.6159283177581,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,122.89274265420647,122.89274265420647,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00104.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.20450956407927545,30.723185663551618,0.6135286922378264,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00104/,104,104,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00104.txt
3816,3,0.8778053046729034,0.8778053046729034,input_00105,32,1,FLAT,3.0,900.0,1.0,0.1,25.0,WK_REG,6.0,153.6159283177581,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,122.89274265420647,122.89274265420647,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00105.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.20450956407927545,30.723185663551618,0.6135286922378264,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00105/,105,105,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00105.txt
9265,3,0.4283545883650157,0.4283545883650157,input_00106,32,1,FLAT,3.0,1050.0,1.0,0.1,25.0,WK_REG,7.0,182.05070005513167,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,145.64056004410534,145.64056004410534,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00106.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.17256690870391614,36.410140011026336,0.5177007261117484,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00106/,106,106,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00106.txt
5450,3,0.7282028002205267,0.7282028002205267,input_00107,32,1,FLAT,3.0,1050.0,1.0,0.1,25.0,WK_REG,7.0,182.05070005513167,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,145.64056004410534,145.64056004410534,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00107.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.17256690870391614,36.410140011026336,0.5177007261117484,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00107/,107,107,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00107.txt
3816,3,1.0402897146007524,1.0402897146007524,input_00108,32,1,FLAT,3.0,1050.0,1.0,0.1,25.0,WK_REG,7.0,182.05070005513167,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,145.64056004410534,145.64056004410534,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00108.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.17256690870391614,36.410140011026336,0.5177007261117484,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00108/,108,108,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00108.txt
9265,3,0.49448766309744846,0.49448766309744846,input_00109,32,1,FLAT,3.0,1200.0,1.0,0.1,25.0,WK_REG,8.0,210.15725681641558,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,168.12580545313247,168.12580545313247,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00109.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.14948770749963464,42.03145136328312,0.4484631224989039,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00109/,109,109,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00109.txt
5450,3,0.8406290272656624,0.8406290272656624,input_00110,32,1,FLAT,3.0,1200.0,1.0,0.1,25.0,WK_REG,8.0,210.15725681641558,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,168.12580545313247,168.12580545313247,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00110.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.14948770749963464,42.03145136328312,0.4484631224989039,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00110/,110,110,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00110.txt
3815,3,1.2008986103795176,1.2008986103795176,input_00111,32,1,FLAT,3.0,1200.0,1.0,0.1,25.0,WK_REG,8.0,210.15725681641558,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,168.12580545313247,168.12580545313247,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00111.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.14948770749963464,42.03145136328312,0.4484631224989039,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00111/,111,111,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00111.txt
9266,3,0.5601055574783548,0.5601055574783548,input_00112,32,1,FLAT,3.0,1350.0,1.0,0.1,25.0,WK_REG,9.0,238.0448619283008,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,190.43588954264064,190.43588954264064,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00112.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.1319748146690115,47.60897238566016,0.3959244440070345,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00112/,112,112,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00112.txt
5450,3,0.9521794477132032,0.9521794477132032,input_00113,32,1,FLAT,3.0,1350.0,1.0,0.1,25.0,WK_REG,9.0,238.0448619283008,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,190.43588954264064,190.43588954264064,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00113.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.1319748146690115,47.60897238566016,0.3959244440070345,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00113/,113,113,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00113.txt
3815,3,1.3602563538760046,1.3602563538760046,input_00114,32,1,FLAT,3.0,1350.0,1.0,0.1,25.0,WK_REG,9.0,238.0448619283008,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,190.43588954264064,190.43588954264064,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00114.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.1319748146690115,47.60897238566016,0.3959244440070345,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00114/,114,114,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00114.txt
9266,3,0.6253631048207189,0.6253631048207189,input_00115,32,1,FLAT,3.0,1500.0,1.0,0.1,25.0,WK_REG,10.0,265.7793195488056,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,212.62345563904444,212.62345563904444,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00115.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.1182030512728774,53.15586390976111,0.35460915381863223,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00115/,115,115,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00115.txt
5450,3,1.0631172781952223,1.0631172781952223,input_00116,32,1,FLAT,3.0,1500.0,1.0,0.1,25.0,WK_REG,10.0,265.7793195488056,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,212.62345563904444,212.62345563904444,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00116.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.1182030512728774,53.15586390976111,0.35460915381863223,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00116/,116,116,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00116.txt
3816,3,1.5187389688503175,1.5187389688503175,input_00117,32,1,FLAT,3.0,1500.0,1.0,0.1,25.0,WK_REG,10.0,265.7793195488056,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,212.62345563904444,212.62345563904444,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00117.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.1182030512728774,53.15586390976111,0.35460915381863223,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00117/,117,117,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00117.txt
9266,3,0.6903588691210553,0.6903588691210553,input_00118,32,1,FLAT,3.0,1650.0,1.0,0.1,25.0,WK_REG,11.0,293.4025193764485,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,234.7220155011588,234.7220155011588,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00118.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.1070744948021046,58.6805038752897,0.32122348440631376,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00118/,118,118,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00118.txt
5451,3,1.173610077505794,1.173610077505794,input_00119,32,1,FLAT,3.0,1650.0,1.0,0.1,25.0,WK_REG,11.0,293.4025193764485,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,234.7220155011588,234.7220155011588,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00119.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.1070744948021046,58.6805038752897,0.32122348440631376,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00119/,119,119,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00119.txt
3816,3,1.6765858250082772,1.6765858250082772,input_00120,32,1,FLAT,3.0,1650.0,1.0,0.1,25.0,WK_REG,11.0,293.4025193764485,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,234.7220155011588,234.7220155011588,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00120.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.1070744948021046,58.6805038752897,0.32122348440631376,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00120/,120,120,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00120.txt
9266,3,0.7551585084724833,0.7551585084724833,input_00121,32,1,FLAT,3.0,1800.0,1.0,0.1,25.0,WK_REG,12.0,320.94236610080543,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,256.75389288064434,256.75389288064434,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00121.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.09788650503695245,64.18847322016109,0.29365951511085736,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00121/,121,121,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00121.txt
5450,3,1.2837694644032218,1.2837694644032218,input_00122,32,1,FLAT,3.0,1800.0,1.0,0.1,25.0,WK_REG,12.0,320.94236610080543,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,256.75389288064434,256.75389288064434,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00122.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.09788650503695245,64.18847322016109,0.29365951511085736,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00122/,122,122,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00122.txt
3816,3,1.833956377718888,1.833956377718888,input_00123,32,1,FLAT,3.0,1800.0,1.0,0.1,25.0,WK_REG,12.0,320.94236610080543,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,256.75389288064434,256.75389288064434,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00123.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.09788650503695245,64.18847322016109,0.29365951511085736,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00123/,123,123,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00123.txt
9265,3,0.8198074284540364,0.8198074284540364,input_00124,32,1,FLAT,3.0,1950.0,1.0,0.1,25.0,WK_REG,13.0,348.4181570929655,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,278.7345256743724,278.7345256743724,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00124.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.09016730585460127,69.6836314185931,0.2705019175638038,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00124/,124,124,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00124.txt
5451,3,1.393672628371862,1.393672628371862,input_00125,32,1,FLAT,3.0,1950.0,1.0,0.1,25.0,WK_REG,13.0,348.4181570929655,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,278.7345256743724,278.7345256743724,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00125.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.09016730585460127,69.6836314185931,0.2705019175638038,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00125/,125,125,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00125.txt
3815,3,1.9909608976740885,1.9909608976740885,input_00126,32,1,FLAT,3.0,1950.0,1.0,0.1,25.0,WK_REG,13.0,348.4181570929655,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,278.7345256743724,278.7345256743724,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00126.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.09016730585460127,69.6836314185931,0.2705019175638038,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00126/,126,126,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00126.txt
9266,3,0.8843380250839081,0.8843380250839081,input_00127,32,1,FLAT,3.0,2100.0,1.0,0.1,25.0,WK_REG,14.0,375.84366066066093,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,300.67492852852877,300.67492852852877,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00127.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.0835877515684973,75.16873213213219,0.25076325470549193,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00127/,127,127,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00127.txt
5451,3,1.5033746426426438,1.5033746426426438,input_00128,32,1,FLAT,3.0,2100.0,1.0,0.1,25.0,WK_REG,14.0,375.84366066066093,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,300.67492852852877,300.67492852852877,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00128.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.0835877515684973,75.16873213213219,0.25076325470549193,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00128/,128,128,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00128.txt
3816,3,2.1476780609180626,2.1476780609180626,input_00129,32,1,FLAT,3.0,2100.0,1.0,0.1,25.0,WK_REG,14.0,375.84366066066093,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,300.67492852852877,300.67492852852877,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00129.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.0835877515684973,75.16873213213219,0.25076325470549193,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00129/,129,129,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00129.txt
9266,3,0.9487740305713395,0.9487740305713395,input_00130,32,1,FLAT,3.0,2250.0,1.0,0.1,25.0,WK_REG,15.0,403.2289629928193,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,322.58317039425543,322.58317039425543,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00130.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.07791088790528518,80.64579259856386,0.23373266371585555,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00130/,130,130,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00130.txt
5451,3,1.6129158519712772,1.6129158519712772,input_00131,32,1,FLAT,3.0,2250.0,1.0,0.1,25.0,WK_REG,15.0,403.2289629928193,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,322.58317039425543,322.58317039425543,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00131.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.07791088790528518,80.64579259856386,0.23373266371585555,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00131/,131,131,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00131.txt
3815,3,2.3041655028161103,2.3041655028161103,input_00132,32,1,FLAT,3.0,2250.0,1.0,0.1,25.0,WK_REG,15.0,403.2289629928193,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,322.58317039425543,322.58317039425543,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00132.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.07791088790528518,80.64579259856386,0.23373266371585555,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00132/,132,132,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00132.txt
9265,3,1.013133227402461,1.013133227402461,input_00133,32,1,FLAT,3.0,2400.0,1.0,0.1,25.0,WK_REG,16.0,430.5816216460459,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,344.4652973168367,344.4652973168367,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00133.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.0729616057828938,86.11632432920918,0.21888481734868143,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00133/,133,133,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00133.txt
5450,3,1.7223264865841836,1.7223264865841836,input_00134,32,1,FLAT,3.0,2400.0,1.0,0.1,25.0,WK_REG,16.0,430.5816216460459,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,344.4652973168367,344.4652973168367,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00134.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.0729616057828938,86.11632432920918,0.21888481734868143,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00134/,134,134,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00134.txt
3816,3,2.4604664094059765,2.4604664094059765,input_00135,32,1,FLAT,3.0,2400.0,1.0,0.1,25.0,WK_REG,16.0,430.5816216460459,0.15000000000000002,3.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,344.4652973168367,344.4652973168367,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00135.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.0729616057828938,86.11632432920918,0.21888481734868143,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00135/,135,135,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00135.txt
9266,3,0.15771477959119623,0.15771477959119623,input_00136,32,1,FLAT,4.0,450.0,1.0,0.1,25.0,WK_REG,3.0,67.0287813262584,0.2,4.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,53.62302506100672,53.62302506100672,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00136.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.4686930884657275,13.40575626525168,1.87477235386291,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00136/,136,139,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00136.txt
5450,3,0.2681151253050336,0.2681151253050336,input_00137,32,1,FLAT,4.0,450.0,1.0,0.1,25.0,WK_REG,3.0,67.0287813262584,0.2,4.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,53.62302506100672,53.62302506100672,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00137.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.4686930884657275,13.40575626525168,1.87477235386291,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00137/,137,140,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00137.txt
