Mglob,Nglob,DX,DY,TITLE,PX,PY,DEPTH_TYPE,DEPTH_FLAT,TOTAL_TIME,PLOT_INTV,PLOT_INTV_STATION,SCREEN_INTV,WAVEMAKER,Tperiod,Xc_WK,AMP_WK,DEP_WK,Yc_WK,Theta_WK,Delta_WK,PERIODIC,DIFFUSION_SPONGE,FRICTION_SPONGE,DIRECT_SPONGE,Csp,Sponge_south_width,Sponge_north_width,Sponge_west_width,Sponge_east_width,Cd,CFL,FroudeCap,MinDepth,VISCOSITY_BREAKING,Cbrk1,Cbrk2,FIELD_IO_TYPE,DEPTH_OUT,ETA,MASK,U,V,STATIONS_FILE,NumberStations,PI_1,PI_2,PI_3,PI_4,PI_5,EPSILON,TAU_1,k,L,kh,RESULT_FOLDER,ITER,COMBO_NUM,DEPTH_FILE
7631,3,1.5928480620652805,1.5928480620652805,input_00099,32,1,FLAT,8.0,1950.0,1.0,0.1,25.0,WK_REG,13.0,557.4968217228482,0.4,8.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,445.99745737827857,445.99745737827857,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00099.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.05635175899086277,111.49936434456964,0.45081407192690215,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00099/,99,117,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00099.txt
7631,3,1.7231595087435934,1.7231595087435934,input_00100,32,1,FLAT,8.0,2100.0,1.0,0.1,25.0,WK_REG,14.0,603.1058280602577,0.4,8.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,482.48466244820617,482.48466244820617,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00100.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.052090238684874876,120.62116561205154,0.416721909478999,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00100/,100,118,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00100.txt
7630,3,1.8529682213357324,1.8529682213357324,input_00101,32,1,FLAT,8.0,2250.0,1.0,0.1,25.0,WK_REG,15.0,648.5388774675063,0.4,8.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,518.831101974005,518.831101974005,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00101.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.04844108445522136,129.70777549350126,0.3875286756417709,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00101/,101,119,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00101.txt
7630,3,1.9823687170124848,1.9823687170124848,input_00102,32,1,FLAT,8.0,2400.0,1.0,0.1,25.0,WK_REG,16.0,693.8290509543697,0.4,8.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,555.0632407634957,555.0632407634957,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00102.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.0452790590026246,138.76581019087394,0.3622324720209968,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00102/,102,120,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00102.txt
7631,3,0.6705479483230177,0.6705479483230177,input_00103,32,1,FLAT,9.0,900.0,1.0,0.1,25.0,WK_REG,6.0,234.6917819130562,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,187.75342553044496,187.75342553044496,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00103.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.1338603605112013,46.93835638261124,1.2047432446008115,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00103/,103,125,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00103.txt
7631,3,0.823501571363201,0.823501571363201,input_00104,32,1,FLAT,9.0,1050.0,1.0,0.1,25.0,WK_REG,7.0,288.22554997712035,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,230.5804399816963,230.5804399816963,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00104.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.10899771563760312,57.64510999542407,0.980979440738428,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00104/,104,126,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00104.txt
7631,3,0.9721316171151871,0.9721316171151871,input_00105,32,1,FLAT,9.0,1200.0,1.0,0.1,25.0,WK_REG,8.0,340.2460659903155,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,272.1968527922524,272.1968527922524,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00105.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.0923329603957629,68.0492131980631,0.8309966435618661,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00105/,105,127,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00105.txt
7630,3,1.1176635254600742,1.1176635254600742,input_00106,32,1,FLAT,9.0,1350.0,1.0,0.1,25.0,WK_REG,9.0,391.18223391102595,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,312.94578712882077,312.94578712882077,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00106.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.08031020790950198,78.23644678220519,0.7227918711855178,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00106/,106,128,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00106.txt
7630,3,1.2609644414921113,1.2609644414921113,input_00107,32,1,FLAT,9.0,1500.0,1.0,0.1,25.0,WK_REG,10.0,441.337554522239,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,353.07004361779116,353.07004361779116,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00107.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.07118344272765685,88.26751090444779,0.6406509845489117,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00107/,107,129,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00107.txt
7630,3,1.4026232033656953,1.4026232033656953,input_00108,32,1,FLAT,9.0,1650.0,1.0,0.1,25.0,WK_REG,11.0,490.9181211779934,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,392.7344969423947,392.7344969423947,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00108.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.0639942287331198,98.18362423559867,0.5759480585980782,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00108/,108,130,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00108.txt
7630,3,1.5430439675515835,1.5430439675515835,input_00109,32,1,FLAT,9.0,1800.0,1.0,0.1,25.0,WK_REG,12.0,540.0653886430542,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,432.05231091444335,432.05231091444335,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00109.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.05817059785081262,108.01307772861084,0.5235353806573135,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00109/,109,131,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00109.txt
7630,3,1.6825104599902574,1.6825104599902574,input_00110,32,1,FLAT,9.0,1950.0,1.0,0.1,25.0,WK_REG,13.0,588.87866099659,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,471.10292879727206,471.10292879727206,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00110.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.053348726344967436,117.77573219931801,0.48013853710470694,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00110/,110,132,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00110.txt
7630,3,1.8212267261239605,1.8212267261239605,input_00111,32,1,FLAT,9.0,2100.0,1.0,0.1,25.0,WK_REG,14.0,637.4293541433861,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,509.94348331470894,509.94348331470894,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00111.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.049285346417904524,127.48587082867724,0.4435681177611407,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00111/,111,133,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00111.txt
7631,3,1.9593428840601121,1.9593428840601121,input_00112,32,1,FLAT,9.0,2250.0,1.0,0.1,25.0,WK_REG,15.0,685.7700094210393,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,548.6160075368314,548.6160075368314,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00112.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.04581117007788195,137.15400188420784,0.41230053070093753,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00112/,112,134,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00112.txt
7631,3,2.0969716763524717,2.0969716763524717,input_00113,32,1,FLAT,9.0,2400.0,1.0,0.1,25.0,WK_REG,16.0,733.9400867233651,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,587.1520693786921,587.1520693786921,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00113.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.04280448377762359,146.78801734467302,0.3852403539986123,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00113/,113,135,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00113.txt
7630,3,0.6915171813648576,0.6915171813648576,input_00114,32,1,FLAT,10.0,900.0,1.0,0.1,25.0,WK_REG,6.0,242.03101347770016,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,193.62481078216013,193.62481078216013,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00114.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.12980124358646492,48.40620269554003,1.2980124358646492,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00114/,114,140,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00114.txt
7630,3,0.8545885810531872,0.8545885810531872,input_00115,32,1,FLAT,10.0,1050.0,1.0,0.1,25.0,WK_REG,7.0,299.1060033686155,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,239.28480269489242,239.28480269489242,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00115.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.10503275153986538,59.821200673723105,1.0503275153986538,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00115/,115,141,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00115.txt
7630,3,1.0128336053744609,1.0128336053744609,input_00116,32,1,FLAT,10.0,1200.0,1.0,0.1,25.0,WK_REG,8.0,354.4917618810613,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,283.59340950484903,283.59340950484903,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00116.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.08862244462097985,70.89835237621226,0.8862244462097985,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00116/,116,142,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00116.txt
7630,3,1.16752400442242,1.16752400442242,input_00117,32,1,FLAT,10.0,1350.0,1.0,0.1,25.0,WK_REG,9.0,408.63340154784703,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,326.9067212382776,326.9067212382776,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00117.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.07688046649368048,81.7266803095694,0.7688046649368048,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00117/,117,143,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00117.txt
7631,3,1.3196267530251968,1.3196267530251968,input_00118,32,1,FLAT,10.0,1500.0,1.0,0.1,25.0,WK_REG,10.0,461.8693635588189,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,369.4954908470551,369.4954908470551,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00118.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.06801907425474243,92.37387271176378,0.6801907425474243,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00118/,118,144,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00118.txt
7631,3,1.469815365934728,1.469815365934728,input_00119,32,1,FLAT,10.0,1650.0,1.0,0.1,25.0,WK_REG,11.0,514.4353780771548,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,411.54830246172384,411.54830246172384,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00119.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.06106875202347803,102.88707561543096,0.6106875202347803,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00119/,119,145,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00119.txt
7631,3,1.6185573599913892,1.6185573599913892,input_00120,32,1,FLAT,10.0,1800.0,1.0,0.1,25.0,WK_REG,12.0,566.4950759969862,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,453.196060797589,453.196060797589,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00120.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.05545666302678519,113.29901519939725,0.5545666302678519,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00120/,120,146,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00120.txt
7630,3,1.7661828057763438,1.7661828057763438,input_00121,32,1,FLAT,10.0,1950.0,1.0,0.1,25.0,WK_REG,13.0,618.1639820217204,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,494.53118561737625,494.53118561737625,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00121.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.05082134748962788,123.63279640434406,0.5082134748962788,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00121/,121,147,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00121.txt
7631,3,1.9129298099584982,1.9129298099584982,input_00122,32,1,FLAT,10.0,2100.0,1.0,0.1,25.0,WK_REG,14.0,669.5254334854744,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,535.6203467883795,535.6203467883795,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00122.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.046922678310142955,133.90508669709487,0.46922678310142957,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00122/,122,148,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00122.txt
7631,3,2.0589738590218025,2.0589738590218025,input_00123,32,1,FLAT,10.0,2250.0,1.0,0.1,25.0,WK_REG,15.0,720.640850657631,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,576.5126805261048,576.5126805261048,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00123.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.043594429190669505,144.1281701315262,0.43594429190669504,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00123/,123,149,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00123.txt
7631,3,2.2044468860570015,2.2044468860570015,input_00124,32,1,FLAT,10.0,2400.0,1.0,0.1,25.0,WK_REG,16.0,771.5564101199506,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,617.2451280959605,617.2451280959605,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00124.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.04071760162165438,154.31128202399012,0.4071760162165438,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00124/,124,150,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00124.txt
7631,3,0.8822682703266759,0.8822682703266759,input_00125,32,1,FLAT,11.0,1050.0,1.0,0.1,25.0,WK_REG,7.0,308.7938946143366,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,247.03511569146926,247.03511569146926,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00125.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.10173752487928679,61.758778922867315,1.1191127736721547,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00125/,125,156,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00125.txt
7631,3,1.0498367727268483,1.0498367727268483,input_00126,32,1,FLAT,11.0,1200.0,1.0,0.1,25.0,WK_REG,8.0,367.44287045439694,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,293.9542963635175,293.9542963635175,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00126.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.08549880556138574,73.48857409087938,0.9404868611752432,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00126/,126,157,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00126.txt
7631,3,1.213406634474181,1.213406634474181,input_00127,32,1,FLAT,11.0,1350.0,1.0,0.1,25.0,WK_REG,9.0,424.6923220659633,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,339.75385765277065,339.75385765277065,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00127.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.07397338002973927,84.93846441319266,0.813707180327132,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00127/,127,158,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00127.txt
7631,3,1.374026887114578,1.374026887114578,input_00128,32,1,FLAT,11.0,1500.0,1.0,0.1,25.0,WK_REG,10.0,480.90941049010235,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,384.72752839208187,384.72752839208187,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00128.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.06532607982006729,96.18188209802047,0.7185868780207402,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00128/,128,159,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00128.txt
7630,3,1.5324521813033372,1.5324521813033372,input_00129,32,1,FLAT,11.0,1650.0,1.0,0.1,25.0,WK_REG,11.0,536.358263456168,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,429.0866107649344,429.0866107649344,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00129.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.05857265316182695,107.2716526912336,0.6442991847800964,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00129/,129,160,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00129.txt
7631,3,1.6892136684055348,1.6892136684055348,input_00130,32,1,FLAT,11.0,1800.0,1.0,0.1,25.0,WK_REG,12.0,591.2247839419372,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,472.97982715354976,472.97982715354976,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00130.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.053137025695091995,118.24495678838744,0.5845072826460119,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00130/,130,161,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00130.txt
7631,3,1.844688928909851,1.844688928909851,input_00131,32,1,FLAT,11.0,1950.0,1.0,0.1,25.0,WK_REG,13.0,645.6411251184478,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,516.5129000947583,516.5129000947583,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00131.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.04865849666892647,129.12822502368957,0.5352434633581912,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00131/,131,162,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00131.txt
7631,3,1.999151354766181,1.999151354766181,input_00132,32,1,FLAT,11.0,2100.0,1.0,0.1,25.0,WK_REG,14.0,699.7029741681633,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,559.7623793345307,559.7623793345307,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00132.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.044898946689838674,139.94059483363267,0.49388841358822544,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00132/,132,163,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00132.txt
7631,3,2.1528028672300934,2.1528028672300934,input_00133,32,1,FLAT,11.0,2250.0,1.0,0.1,25.0,WK_REG,15.0,753.4810035305327,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,602.7848028244262,602.7848028244262,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00133.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.04169438431585474,150.69620070610654,0.45863822747440214,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00133/,133,164,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00133.txt
7631,3,2.3057954665255687,2.3057954665255687,input_00134,32,1,FLAT,11.0,2400.0,1.0,0.1,25.0,WK_REG,16.0,807.0284132839491,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,645.6227306271593,645.6227306271593,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00134.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.03892790640178413,161.40568265678982,0.42820697041962547,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00134/,134,165,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00134.txt
7630,3,0.9069482852032544,0.9069482852032544,input_00135,32,1,FLAT,12.0,1050.0,1.0,0.1,25.0,WK_REG,7.0,317.43189982113904,0.6000000000000001,12.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,253.94551985691123,253.94551985691123,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/stations/stations_00135.txt,50,4,1.0,50.0,50.0,4,0.05,150,0.09896902785636738,63.48637996422781,1.1876283342764085,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/output_raw/out_raw_00135/,135,171,/lustre/scratch/rschanta/USACE/Flat_Tank/Base_Study/bathy/bathy_00135.txt
